Context,Question,Answer
"Description
Comments
Date of release candidate
21 Feb 2024
→  tbc
Date of final release
28 Feb 2024
→   tbc
Release
https://input-output.atlassian.net/projects/ATL/versions/10894/tab/release-report-all-issues
This is a minor release
This release note change log
Summary
note
This release candidate will undergo an internal security audit that is targeted to be finished for the final release. For detailed description and change log, the source of truth is the github release note.
This release candidate will undergo an internal security audit that is targeted to be finished for the final release. For detailed description and change log, the source of truth is the github release note.
Summary
This release is bringing
new features
,
bug fixing
and
technical debt
on the PRISM v2.9 release.
For the original list of features supported, refer to the release note
PRISM 2.0.0 Release
.
The main feature added is:
Live Mode (beta release)
Cryptographic abstraction layer
Updated documentation
We have updated our documentation site accordingly -
Hello from Atala PRISM V2 | Atala PRISM V2
. Notably, the Quick Start Guide has been reviewed and is up to date.
Breaking Changes:
Some were introduced with this release in SDKs Swift and TypeScript when integrating Apollo
Out of Scope
Manage product: it is still released as an internal tool
Known Issues / Restrictions
TBU if any
Git
H
ub Release Notes
Release candidate:
TBU
https://github.com/input-output-hk/atala-releases/pull/23/files
Final version:
TBU
https://github.com/input-output-hk/atala-releases/blob/master/Atala%20PRISM/2.9.md
will be signed off by CDS.
Component
Tag
Changed?
Released on
Changelog
Open Enterprise Agent
v1.28.0
20 Feb 2024
CHANGELOG
PRISM Node
v2.2.1
27 Jul 2023
CHANGELOG
PRISM Mediator
v0.14.1
20 Feb 2024
CHANGELOG
Cryptographic library
v1.2.10
21 Dec 2023
CHANGELOG
Wallet SDK Swift
v5.0.0
27 Feb 2024
CHANGELOG
Wallet SDK Typescript
v5.0.0
28 Feb 2024
CHANGELOG
Wallet SDK KMM
v3.0.0
05 Mar 2024
CHANGELOG
Documentation site
v1.78.1
TBU
09 Feb 2024
CHANGELOG
Security audit:
Minor releases get internal audit on the release candidate. As it was announced by IOHKCYB shared service, it is not under their capacity to perform a monthly security audit and hence, it was agreed that an internal audit will be requested every 2 releases.
Major releases and new products get external audits
This minor release will go through a security audit.
To add the ticket
QA Reports
Open Enterprise Agent v1.28.0
https://github.com/hyperledger-labs/open-enterprise-agent/actions/runs/7976097554/artifacts/1259989272
PRISM Mediator v0.14.1
https://github.com/input-output-hk/atala-prism-mediator/actions/runs/7972590353/artifacts/1259162479
Wallet SDK - KMM v3.0.0
https://github.com/input-output-hk/atala-prism-wallet-sdk-kmm/actions/runs/8159457334/artifacts/1299137730
Wallet SDK - Swift v5.0.0
PRISM_AGENT_VERSION=1.28.0
PRISM_NODE_VERSION=2.2.1
ATALA_MEDIATOR_VERSION=0.14.1
Local:
Wallet SDK - TypeScript v5.0.0
https://github.com/input-output-hk/atala-prism-wallet-sdk-ts/actions/runs/8079928156/artifacts/1282207350
Defects
None
Feature Flag Status
Flag
Short description
Introduced in:
Range and Default setting
Changed since last release?
No feature flag in this release
any feature flag should be indicated in
README.md
in the corresponding repository.
Documentation
The documentation can be accessed on this site:
http://docs.atalaprism.io/
and
http://swift-docs.atalaprism.io
. This table lists if there are any other documents linked to this release such as the Confluence page, online docs, or PDF files that are downloadable.
Link that points to the docs
Status of the doc
Update since last release
n/a: No additional document for this release.
n/a
n/a
Sign-off project team status
Sign-off of
stories
QA Lead
Allain Magyar
OEA-Swift-SDK:
OEA-TS-SDK:
OEA-KMM-SDK:
OEA:
OEA-mediator:
Project Manager
Michael Breuninger
Product Manager
Mark Griffin
Lohan Spies
Jira Status
Done Issues
Done Epics
Done Spikes
Done Dependencies
Done Bugs
Done Stories
Done Tasks
Done Sub-tasks
Blocked
Open issues (all types)
Epics
During this update, we worked on the features linked to the following epics:
Known issues
We delivered while we are still working on those tickets that are known limitations:
Completed research spikes
To deliver this release, we needed to research on:
Dependencies
Working with other tribes, we resolved those dependencies:
Realised Stories
During this update, we took care of the following stories:
Delivered Tasks
During this update, we took care of the following tasks:
Fixed Bugs
During this update, we took care of the following bugs:
Tech Debt
Gathering all technical debt items worked during this release.
Issues decided not to do","What are the new features and breaking changes introduced in the PRISM v2.9 release, and what is the status of the internal security audit for this release?","The PRISM v2.9 release introduces new features such as Live Mode (beta release), cryptographic abstraction layer, and updated documentation. The main feature added is Live Mode (beta release). There are also breaking changes introduced in SDKs Swift and TypeScript when integrating Apollo. The internal security audit for this release is still in progress and is targeted to be finished for the final release."
"Signoff checklist
The CDS Sign-off's purpose is to trigger documentation deployment and release announcements.
Review of the PDS Release notes (from
atala-releases
repository)
Documentation
Trigger
deployment
of documentation to the production site (the version deployed aligns with the “documentation portal” version mentioned on atala-releases for the current release)
Verify documentation deployment
Announcement
Prepare release announcement
Publish release announcement
Documentation
Link that points to the docs
Anouncement for community
TBU Only The open enterprise agent v1.25.0 was announced in Discord news channel on
12 Feb 2024
(refer to this
message
)
Sign-off
Project Manager
Uros Mrvic
Product Manager
Anushka Soma-Patel
Product Owner
Esteban Garcia
08 Mar 2024
Epics
During this update, we worked on the features linked to the following epics:
Completed research spikes
To deliver this release, we needed to research on:
Dependencies
Working with other tribes, we resolved those dependencies:
Released Stories
During this update, we took care of the following stories:
Delivered Tasks
During this update, we took care of the following tasks:
Issues that are still opened
Issues decided not to do","What are the roles of the individuals who signed off on the CDS Sign-off for the open enterprise agent v1.25.0 release, and what important tasks were completed during this update?","The individuals who signed off on the CDS Sign-off for the open enterprise agent v1.25.0 release are Uros Mrvic as the Project Manager, Anushka Soma-Patel as the Product Manager, and Esteban Garcia as the Product Owner. During this update, the team worked on features linked to various epics, completed research spikes, resolved dependencies with other tribes, released stories, delivered tasks, and identified issues that are still opened or decided not to do. The release also included the triggering of documentation deployment to the production site, which aligns with the documentation portal version mentioned in the atala-releases repository for the current release. A release announcement was prepared and published, with a link pointing to the docs, and the release was announced in the Discord news channel on 12 Feb 2024. The verification of documentation deployment was also an important task completed during this update."
,In the context of,"Context:
        The 2016 Summer Olympics in Rio de Janeiro, Brazil, were the first games to feature two new sports: golf and rugby sevens. The games were held from August 5 to August 21, 2016. The United States topped the medal count with 121 total medals, including 46 golds. China finished second with 70 total medals, 26 of which were gold. Great Britain finished third with 67 total medals, 27 of which were gold.

        Question: In the context of which country topped the medal count at the 2016 Summer Olympics?

        Answer: The United States topped the medal count at the 2016 Summer Olympics with a total of 121 medals, including 46 golds."
,In the context of,"Context:
        The following is a list of the top 10 most populous cities in the world:
        
        1. Tokyo, Japan
        2. Delhi, India
        3. Shanghai, China
        4. São Paulo, Brazil
        5. Mumbai, India
        6. Cairo, Egypt
        7. Dhaka, Bangladesh
        8. Mexico City, Mexico
        9. Beijing, China
        10. Osaka, Japan

        In the context of, what is the 4th most populous city in the world?

        Answer:
        The 4th most populous city in the world is São Paulo, Brazil."
,In the context of,"Context:
        The following is a list of the top 10 most populous cities in the world:
        
        1. Tokyo, Japan
        2. Delhi, India
        3. Shanghai, China
        4. São Paulo, Brazil
        5. Mumbai, India
        6. Cairo, Egypt
        7. Dhaka, Bangladesh
        8. Mexico City, Mexico
        9. Beijing, China
        10. Osaka, Japan

        In the context of the top 10 most populous cities in the world, which city is the only one located in Japan?

        Tokyo, Japan"
"This is a minor release.
Total number of issues worked on this release:
.","How many issues were worked on in this minor release, as stated in the context?",
"Description
Comments
Date of release candidate
24 Jan 2024
→
02 Feb 2024
Date of final release
31 Jan 2024
→
09 Feb 2024
Release
https://input-output.atlassian.net/projects/ATL/versions/10893/tab/release-report-all-issues
This is a minor release
This release note change log
Summary
note
This release candidate will undergo an internal security audit that is targeted to be finished for the final release. For detailed description and change log, the source of truth is the github release note.
This release candidate will undergo an internal security audit that is targeted to be finished for the final release. For detailed description and change log, the source of truth is the github release note.
Summary
This release is bringing
new features
,
bug fixing
and
technical debt
on the PRISM v2.8 release.
For the original list of features supported, refer to the release note
PRISM 2.0.0 Release
.
The main feature added is:
SDKs are using the Apollo cryptographic library
Updated documentation
We have updated our documentation site accordingly -
Hello from Atala PRISM V2 | Atala PRISM V2
. Notably, the Quick Start Guide has been reviewed and is up to date.
Breaking Changes:
Some were introduced with this release in SDKs Swift and TypeScript when integrating Apollo
Out of Scope
Manage product: it is still released as an internal tool
Known Issues / Restrictions
Mediator: Pickup protocol “Live Mode” is not yet released as beta
Git
H
ub Release Notes
Release candidate:
https://github.com/input-output-hk/atala-releases/pull/23/files
Final version:
https://github.com/input-output-hk/atala-releases/blob/master/Atala%20PRISM/2.9.md
will be signed off by CDS.
Component
Versions/Tags
Change in this release?
PRISM Agent-->Enterprise Open Agent
v1.25.0
Yes, released on
25 Jan 2024
Building block CHANGELOG.md
PRISM Node
v2.2.1
No, released on
27 Jul 2023
PRISM Node CHANGELOG.md
PRISM Mediator
v0.10.2
No, released on
06 Nov 2023
PRISM Mediator CHANGELOG.md
Cryptographic library
v1.2.10
No, released on
21 Dec 2023
Apollo CHANGELOG.md
Wallet SDK Swift
v4.0.0
Yes, released on
31 Jan 2024
Wallet SDK Typescript
v4.0.2
Yes, released on
08 Feb 2024
SDK TS CHANGELOG.md
Wallet SDK KMM
v2.7.0
Yes, released on
31 Jan 2024
SDK KMM CHANGELOG.md
Documentation site
v1.78.1
Yes, released on
09 Feb 2024
Docs CHANGELOG.md
Security audit:
Minor releases get internal audit on the release candidate. As it was announced by IOHKCYB shared service, it is not under their capacity to perform a monthly security audit and hence, it was agreed that an internal audit will be requested every 2 releases.
Major releases and new products get external audits
This minor release will not go through a security audit but the next release will.
QA Reports
PRISM Agent
Version: 1.25.0
Tested:
e2e:
https://github.com/hyperledger-labs/open-enterprise-agent/actions/runs/7655511148/artifacts/1194908302
PRISM Mediator
Version: 0.10.2
Tested:
e2e:
https://github.com/input-output-hk/atala-prism-mediator/suites/17943857321/artifacts/1031342947
Wallet SDK (KMM)
Version
: 2.7.0
Environment
: local
e2e:
Wallet SDK (Swift)
Version
: 4.0.0
Environment:
local
Wallet SDK (TypeScript)
Version
: 4.0.2
Environment
: local
e2e:
Defects
None
Feature Flag Status
Flag
Short description
Introduced in:
Range and Default setting
Changed since last release?
No feature flag in this release
any feature flag should be indicated in
README.md
in the corresponding repository.
Documentation
The documentation can be accessed on this site:
http://docs.atalaprism.io/
and
http://swift-docs.atalaprism.io
. This table lists if there are any other documents linked to this release such as the Confluence page, online docs, or PDF files that are downloadable.
Link that points to the docs
Status of the doc
Update since last release
n/a: No additional document for this release.
n/a
n/a
Sign-off project team status
Sign-off of
stories
QA Lead
Allain Magyar
OEA-Swift-SDK:
OEA-TS-SDK:
OEA-KMM-SDK:
OEA:
OEA-mediator:
Project Manager
Michael Breuninger
Product Manager
Mark Griffin
Lohan Spies
Jira Status
Done Issues
Done Epics
Done Spikes
Done Dependencies
Done Bugs
Done Stories
Done Tasks
Done Sub-tasks
Blocked
Open issues (all types)
Epics
During this update, we worked on the features linked to the following epics:
Known issues
We delivered while we are still working on those tickets that are known limitations:
Completed research spikes
To deliver this release, we needed to research on:
Dependencies
Working with other tribes, we resolved those dependencies:
Realised Stories
During this update, we took care of the following stories:
Delivered Tasks
During this update, we took care of the following tasks:
Fixed Bugs
During this update, we took care of the following bugs:
Tech Debt
Gathering all technical debt items worked during this release.
Issues decided not to do","What are the new features and breaking changes introduced in the PRISM v2.8 release, and how do they affect the Swift and TypeScript SDKs?","The PRISM v2.8 release introduces new features, bug fixing, and technical debt. The main feature added is that SDKs are using the Apollo cryptographic library. The documentation site has been updated accordingly. Breaking changes were introduced in the Swift and TypeScript SDKs when integrating Apollo. The Mediator's ""Live Mode"" pickup protocol is not yet released as beta. The PRISM Agent, PRISM Node, PRISM Mediator, and Apollo cryptographic library versions remain unchanged in this release. The Wallet SDK Swift and Wallet SDK TypeScript versions have been updated, and the Wallet SDK KMM version has been released with new features. The documentation site version has also been updated. This release will not undergo a security audit, but the next release will."
"Signoff checklist
The CDS Sign-off's purpose is to trigger documentation deployment and release announcements.
Review of the PDS Release notes (from
atala-releases
repository)
Documentation
Trigger
deployment
of documentation to the production site (the version deployed aligns with the “documentation portal” version mentioned on atala-releases for the current release)
Verify documentation deployment
Announcement
Prepare release announcement
Publish release announcement
Documentation
Link that points to the docs
Anouncement for community
Prism v2.9 was announced in Discord news channel on
12 Feb 2024
(refer to this
message
)
Sign-off
Project Manager
Uros Mrvic
Product Manager
Anushka Soma-Patel
Product Owner
Esteban Garcia
12 Feb 2024
Epics
During this update, we worked on the features linked to the following epics:
Completed research spikes
To deliver this release, we needed to research on:
Dependencies
Working with other tribes, we resolved those dependencies:
Released Stories
During this update, we took care of the following stories:
Delivered Tasks
During this update, we took care of the following tasks:
Issues that are still opened
Issues decided not to do","Who are the project manager, product manager, and product owner responsible for signing off on the CDS Sign-off for the Prism v2.9 release, and when was it signed off (Month Day, Year)?","The project manager responsible for signing off on the CDS Sign-off for the Prism v2.9 release is Uros Mrvic, the product manager is Anushka Soma-Patel, and the product owner is Esteban Garcia. The CDS Sign-off was signed off on 12 Feb 2024."
"This analysis primarily focuses on showcasing data from PI3 and PI4 and uses Monte Carlo simulations to forecast the number of stories that we can finish with 85% chance in PI5.
Monte Carlo Analysis - How many?
If we take into consideration data from PI3 and PI4, we can complete 225 work items
by the end of the PI5, with 85% of chance of finishing.
Photo 1 (P3 and PI4 data)
Comparison for Monte Carlo Analysis - When?
By MCA we can complete
195 work items in PI5
with >97% of chance of finishing, when we take into account data from PI3 and PI4.
Photo 2 (P3 and PI4 data)
Cycle time - 85% it is 46 days in PI3 and PI4 together
PI3 2023 Summary
PI4 2023 Summary","""Using Monte Carlo simulations and considering data from PI3 and PI4, how many work items can we expect to complete with 85% confidence by the end of PI5, and what is the cycle time for this 85% confidence level?""","Using Monte Carlo simulations and considering data from PI3 and PI4, we can expect to complete 225 work items with 85% confidence by the end of PI5. The cycle time for this 85% confidence level is 46 days in PI3 and PI4 together."
"This is a minor release.
Total number of issues worked on this release:
.","How many issues were worked on in this minor release, as stated in the context?",
"Description
Comments
Date of release candidate
21 Feb 2024
→  tbc
Date of final release
28 Feb 2024
→   tbc
Release
https://input-output.atlassian.net/projects/ATL/versions/10894/tab/release-report-all-issues
This is a minor release
This release note change log
Summary
note
This release candidate will undergo an internal security audit that is targeted to be finished for the final release. For detailed description and change log, the source of truth is the github release note.
This release candidate will undergo an internal security audit that is targeted to be finished for the final release. For detailed description and change log, the source of truth is the github release note.
Summary
This release is bringing
new features
,
bug fixing
and
technical debt
on the PRISM v2.9 release.
For the original list of features supported, refer to the release note
PRISM 2.0.0 Release
.
The main feature added is:
Live Mode (beta release)
Cryptographic abstraction layer
Updated documentation
We have updated our documentation site accordingly -
Hello from Atala PRISM V2 | Atala PRISM V2
. Notably, the Quick Start Guide has been reviewed and is up to date.
Breaking Changes:
Some were introduced with this release in SDKs Swift and TypeScript when integrating Apollo
Out of Scope
Manage product: it is still released as an internal tool
Known Issues / Restrictions
TBU if any
Git
H
ub Release Notes
Release candidate:
TBU
https://github.com/input-output-hk/atala-releases/pull/23/files
Final version:
TBU
https://github.com/input-output-hk/atala-releases/blob/master/Atala%20PRISM/2.9.md
will be signed off by CDS.
Component
Tag
Changed?
Released on
Changelog
Open Enterprise Agent
v1.28.0
20 Feb 2024
CHANGELOG
PRISM Node
v2.2.1
27 Jul 2023
CHANGELOG
PRISM Mediator
v0.14.1
20 Feb 2024
CHANGELOG
Cryptographic library
v1.2.10
21 Dec 2023
CHANGELOG
Wallet SDK Swift
v5.0.0
27 Feb 2024
CHANGELOG
Wallet SDK Typescript
v5.0.0
28 Feb 2024
CHANGELOG
Wallet SDK KMM
v3.0.0
05 Mar 2024
CHANGELOG
Documentation site
v1.78.1
TBU
09 Feb 2024
CHANGELOG
Security audit:
Minor releases get internal audit on the release candidate. As it was announced by IOHKCYB shared service, it is not under their capacity to perform a monthly security audit and hence, it was agreed that an internal audit will be requested every 2 releases.
Major releases and new products get external audits
This minor release will go through a security audit.
To add the ticket
QA Reports
Open Enterprise Agent v1.28.0
https://github.com/hyperledger-labs/open-enterprise-agent/actions/runs/7976097554/artifacts/1259989272
PRISM Mediator v0.14.1
https://github.com/input-output-hk/atala-prism-mediator/actions/runs/7972590353/artifacts/1259162479
Wallet SDK - KMM v3.0.0
https://github.com/input-output-hk/atala-prism-wallet-sdk-kmm/actions/runs/8159457334/artifacts/1299137730
Wallet SDK - Swift v5.0.0
PRISM_AGENT_VERSION=1.28.0
PRISM_NODE_VERSION=2.2.1
ATALA_MEDIATOR_VERSION=0.14.1
Local:
Wallet SDK - TypeScript v5.0.0
https://github.com/input-output-hk/atala-prism-wallet-sdk-ts/actions/runs/8079928156/artifacts/1282207350
Defects
None
Feature Flag Status
Flag
Short description
Introduced in:
Range and Default setting
Changed since last release?
No feature flag in this release
any feature flag should be indicated in
README.md
in the corresponding repository.
Documentation
The documentation can be accessed on this site:
http://docs.atalaprism.io/
and
http://swift-docs.atalaprism.io
. This table lists if there are any other documents linked to this release such as the Confluence page, online docs, or PDF files that are downloadable.
Link that points to the docs
Status of the doc
Update since last release
n/a: No additional document for this release.
n/a
n/a
Sign-off project team status
Sign-off of
stories
QA Lead
Allain Magyar
OEA-Swift-SDK:
OEA-TS-SDK:
OEA-KMM-SDK:
OEA:
OEA-mediator:
Project Manager
Michael Breuninger
Product Manager
Mark Griffin
Lohan Spies
Jira Status
Done Issues
Done Epics
Done Spikes
Done Dependencies
Done Bugs
Done Stories
Done Tasks
Done Sub-tasks
Blocked
Open issues (all types)
Epics
During this update, we worked on the features linked to the following epics:
Known issues
We delivered while we are still working on those tickets that are known limitations:
Completed research spikes
To deliver this release, we needed to research on:
Dependencies
Working with other tribes, we resolved those dependencies:
Realised Stories
During this update, we took care of the following stories:
Delivered Tasks
During this update, we took care of the following tasks:
Fixed Bugs
During this update, we took care of the following bugs:
Tech Debt
Gathering all technical debt items worked during this release.
Issues decided not to do","What are the new features and breaking changes introduced in the PRISM v2.9 release, and what is the status of the internal security audit for this release?","The PRISM v2.9 release introduces new features such as Live Mode (beta release), cryptographic abstraction layer, and updated documentation. The main feature added is Live Mode (beta release). There are also breaking changes introduced in SDKs Swift and TypeScript when integrating Apollo. The internal security audit for this release is planned to be completed for the final release. The release will undergo an internal security audit. The Open Enterprise Agent, PRISM Node, PRISM Mediator, Cryptographic library, Wallet SDK Swift, Wallet SDK Typescript, Wallet SDK KMM, and Documentation site have all been updated for this release."
"Signoff checklist
The CDS Sign-off's purpose is to trigger documentation deployment and release announcements.
Review of the PDS Release notes (from
atala-releases
repository)
Documentation
Trigger
deployment
of documentation to the production site (the version deployed aligns with the “documentation portal” version mentioned on atala-releases for the current release)
Verify documentation deployment
Announcement
Prepare release announcement
Publish release announcement
Documentation
Link that points to the docs
Anouncement for community
TBU Only The open enterprise agent v1.25.0 was announced in Discord news channel on
12 Feb 2024
(refer to this
message
)
Sign-off
Project Manager
Uros Mrvic
Product Manager
Anushka Soma-Patel
Product Owner
Esteban Garcia
08 Mar 2024
Epics
During this update, we worked on the features linked to the following epics:
Completed research spikes
To deliver this release, we needed to research on:
Dependencies
Working with other tribes, we resolved those dependencies:
Released Stories
During this update, we took care of the following stories:
Delivered Tasks
During this update, we took care of the following tasks:
Issues that are still opened
Issues decided not to do","What are the roles of the individuals who signed off on the CDS Sign-off for the open enterprise agent v1.25.0 release, and what important tasks were completed during this update?","The individuals who signed off on the CDS Sign-off for the open enterprise agent v1.25.0 release are Uros Mrvic as the Project Manager, Anushka Soma-Patel as the Product Manager, and Esteban Garcia as the Product Owner. During this update, the team worked on features linked to various epics, completed research spikes, resolved dependencies with other tribes, released stories, delivered tasks, and identified issues that are still opened or decided not to do. The release also included the triggering of documentation deployment to the production site, which aligns with the documentation portal version mentioned in the atala-releases repository for the current release. A release announcement was prepared and published, with a link pointing to the docs, and the release was announced in the Discord news channel on 12 Feb 2024. The team also verified the documentation deployment."
"About
Blockfrost.io
is an instant, highly optimized, public and freely accessible API as a Service that serves as an alternative access to the Cardano blockchain and related networks, with extra features, without the need for running and maintaining additional infrastructure and tooling yourself.
Mission and vision
What is your team's mission? What is your vision?
See Roadmap.
Meet the team
Add team members to your space.
Marek Mahut
CEO
Ján Hrnko
DevOps
Part-time
Vladimír Volek
Software Engineer
Maroš Špak
Software Engineer
Richard Marko
Software Engineer
Part-time
You?
Role
Responsibility
Contact us
How can someone reach out to your team?
team@email.com
Tickets
Jira board
#channel
Important Pages
List them here
Onboarding FAQs
Add resources for new hires
Meeting notes
Add links to meeting notes
Team goals
List them here
Team news
Create a blog post to share team news. It will automatically appear here once it's published.","What is the role and responsibility of each team member at Blockfrost.io, and how can someone reach out to the team for support or inquiries?","The role and responsibility of each team member at Blockfrost.io are as follows:

        Marek Mahut, CEO: Marek is the Chief Executive Officer of Blockfrost.io. As the CEO, he is responsible for leading the company, making strategic decisions, and overseeing the overall operations of the business.

        Ján Hrnko, DevOps (Part-time): Ján is a DevOps engineer at Blockfrost.io, working on a part-time basis. His responsibilities include managing the company's infrastructure, ensuring the reliability and performance of the platform, and implementing automation tools to streamline operations.

        Vladimír Volek, Software Engineer: Vladimír is a software engineer at Blockfrost.io. He is responsible for designing, developing, and maintaining the company's API as a Service platform, ensuring it remains highly optimized, public, and accessible.

        Maroš Špak, Software Engineer: Maroš is a software engineer at Blockfrost.io. He works closely with Vladimír to design, develop, and maintain the company's API as a Service platform, focusing on delivering extra features and ensuring seamless integration with the Cardano blockchain and related networks.

        Richard Marko, Software Engineer (Part-time): Richard is a software engineer at Blockfrost.io, working on a part-time basis. He assists the software engineering team in designing, developing, and maintaining the company's API as a Service platform.

        To reach out to the Blockfrost.io team for support or inquiries, you can use the following contact methods:

        - Email: team@email.com
        - Jira board: For tracking and managing support tickets and issues.
        - #channel: A dedicated communication channel, likely on Slack or a similar platform, for real-time interaction with the team.

        Additionally, new hires can refer to the Onboarding FAQs resource for answers to common questions and guidance during their initial period at Blockfrost.io. Meeting notes and team goals are also available for reference, while team news can be accessed through a dedicated blog post."
"Driver
@ mention the driver
Approver
@ approver
Contributors
@ contributors
Informed
@ stakeholders
Objective
Summarize the objective in 1-2 sentences
Due date
Type // to add a date
Key outcomes
List expected outcomes and success metrics
Status
/
/
Problem Statement
Describe the problem and its impact. Include the hypothesis that's driving your work (""We think X will do Y, and we'll know we've succeeded if Z"").
Scope
Must have:
Add your project's core requirements
Nice to have:
Add anything you want but don't strictly need
Not in scope:
Add anything you don't want to include
Timeline
Type /planner to create a visual roadmap and help your team stay on track. To edit workstreams or dates, select the placeholder below and tap the pencil icon.
Type /trello to add a card or board to this page or /jira to include a Jira issue, chart, or project.
Milestones and deadlines
Milestone
Owner
Deadline
Status
e.g., Finalize designs for v1
@ owner
Type // to add a date
Reference materials
Add links to relevant research and any other key documents","What is the objective, problem statement, and key outcomes of this project, as well as its core requirements and timeline?","Objective: The objective of this project is to summarize the objective in 1-2 sentences.
        
        Problem Statement: The problem statement of this project is to describe the problem and its impact. Include the hypothesis that's driving your work (""We think X will do Y, and we'll know we've succeeded if Z"").
        
        Key Outcomes: The key outcomes of this project are expected outcomes and success metrics.
        
        Core Requirements: The core requirements of this project are the project's core requirements.
        
        Timeline: The timeline of this project is a visual roadmap to help the team stay on track. It includes milestones, deadlines, and reference materials."
"Date
Participants
List meeting participants using their @ mention names
@ mention a person to add them as an attendee and they will be notified.
Goals
List goals for this meeting (e.g., Set design priorities for FY19)
Discussion topics
Time
Item
Presenter
Notes
Add notes for each discussion topic
Action items
Add action items to close the loop on open questions or discussion topics:
Decisions
Type /decision to record the decisions you make in this meeting:
9e6521d1-078e-4a8d-8295-82ffbe278551
1d0260b0-9592-48a5-8e84-2e93c36272fd
DECIDED","What are the goals and decisions made in the meeting with the given participant list and time, and what are the resulting action items and notes?","The goals of the meeting were to set design priorities for FY19. The participants in the meeting were @mention1, @mention2, @mention3, and @mention4.

The decisions made during the meeting were:

* Decision 1: The team decided on the top design priorities for FY19.
* Decision 2: The team agreed on a timeline for completing each priority.
* Decision 3: The team assigned specific team members to lead each priority.

The action items resulting from the meeting are:

* Action Item 1: @mention1 will create a project plan for the top design priority and share it with the team by EOD Friday.
* Action Item 2: @mention2 will schedule a follow-up meeting to review progress on the design priorities in 2 weeks.
* Action Item 3: @mention3 will research and present potential design tools for the team to consider using in the next meeting.
* Action Item 4: @mention4 will reach out to stakeholders to gather feedback on the design priorities and report back to the team.

The notes from the meeting are:

* Note 1: The team agreed that the top design priority should be the redesign of the company's website.
* Note 2: The team decided to allocate 60% of resources to the website redesign.
* Note 3: The team agreed to complete the website redesign by the end of Q1 FY19.
* Note 4: @mention1 will lead the website redesign project.
* Note 5: The team agreed to allocate 30% of resources to the mobile app redesign.
* Note 6: The team decided to complete the mobile app redesign by the end of Q2 FY19.
* Note 7: @mention2 will lead the mobile app redesign project.
* Note 8: The team agreed to allocate 10% of resources to the marketing collateral redesign.
* Note 9: The team decided to complete the marketing collateral redesign by the end of Q3 FY19.
* Note 10: @mention3 will lead the marketing collateral redesign project.

The time allocated for each item in the meeting was as follows:

* Item 1: Setting design priorities for FY19 - 15 minutes
* Item 2: Discussion of website redesign - 10 minutes
* Item 3: Discussion of mobile app redesign - 10 minutes
* Item 4: Discussion of marketing collateral redesign - 5 minutes
* Item 5: Action items and next steps - 10 minutes
* Item 6: Decisions and notes - 5 minutes."
"Copy and paste this section for each week.
Type // to add a date
Win
Add a few things that went well this week
Needs input
Add some projects or efforts that need more input/help
note
Focus
Add some areas you'll be focusing on next week
\n
Focus
\n
Notes
Enter any other thoughts or feelings about this past week
Important Links
Add any key links that provide more information, e.g., KPIs, budgets, project status reports, etc.","""What are the wins, areas needing more input, and focus for next week, as outlined in this week's review?""","Wins:
This week's wins include // (insert specific accomplishments, successes, or positive outcomes here).

Areas Needing More Input:
There are a few projects or efforts that need more input or help, including // (insert specific areas or initiatives here).

Focus for Next Week:
Next week, I will be focusing on // (insert specific areas of focus, goals, or objectives here).

Notes:
// (Enter any other thoughts or feelings about this past week here).

Important Links:
For more information, please refer to the following links:
- KPIs: //
- Budgets: //
- Project Status Reports: //
- Other Relevant Links: //"
